feature,importance_all,importance_remove_high_risk,importance_weighted
l_TOP40,0.00027640922315878266,0.00027345325943249713,0.0003749641870854015
l_TOP41,0.0,0.0,0.0
l_TOP42,0.00019365800507272396,0.00037429523780403717,0.0004915138924214121
l_TOP43,0.00035214846585296167,0.00039737781569368184,0.0005610237524111184
l_TOP44,0.00036430885085436964,0.0003267683454599457,0.0004151811764295046
l_TOP45,0.0,0.0,0.0
l_TOP46,0.0006453400124414478,0.0015180778124116291,0.0009718289635540872
l_TOP47,0.0005874274188806587,0.0017233909235122352,0.00070193252918516
l_TOP48,0.0007733869910017422,0.0014364568387700933,0.0010305049413090737
l_TOP49,9.90136839650986e-05,8.192709540074083e-05,0.00013663539253150488
l_TOP5,0.00028167949952238603,0.0003433920855921389,0.00045561071379177776
l_TOP50,0.00025110682889703013,0.000274163869232488,0.00043210552465071947
l_TOP51,0.0003393263102780937,0.0003297622597452188,0.00032783698912484596
l_TOP52,0.0003135483632148785,0.00034240623337240844,0.0004090432616474911
l_TOP53,0.002244706007470973,0.001278213051822197,0.0017231748875120548
l_TOP54,0.0014468394923379598,0.0008961939628311377,0.0011953300940758507
l_TOP55,0.001569810297872032,0.001411425525690225,0.0013473220751016287
l_TOP56,0.00029558498143252487,0.00035044218810031003,0.00041622171435454935
l_TOP57,0.0,0.0,0.0
l_TOP58,0.0002679444070689474,0.0003955317460009846,0.0003180701441707041
l_TOP59,0.0003486688400719064,0.00038040100323680096,0.00044908455776775975
l_TOP6,0.00030550031198532717,0.0002905094830360721,0.0004081773298492278
l_TOP60,0.00030856699052565306,0.00028550337288399863,0.00042872364510830027
l_TOP61,0.0001894260785365989,0.00012312454104035735,0.0002836744161258061
l_TOP62,0.0002709067316665883,0.00019211139016908207,0.00029101480685665986
l_TOP63,0.0002586954148898724,0.00021036045353973838,0.0002441451895088341
l_TOP64,0.00022904935827408008,0.00016634966164378866,0.00033947824479144844
l_TOP65,0.00013705161801255846,0.00012586245853204775,0.0001839270906073559
l_TOP66,0.00044945856077491676,0.00016907778538790077,0.00032885149186224566
l_TOP67,0.0003666086019965692,0.0002292911290297804,0.0002484774976800823
l_TOP68,0.0003577628819107053,0.00026674197700674826,0.00037296341156890913
l_TOP69,8.472864984588875e-05,5.5484840279090394e-05,0.0001285903471549779
l_TOP7,0.00046223238668125736,0.00037931771067605387,0.00047796867993453023
l_TOP70,0.00026509469473356517,0.00018620531557515067,0.00033286452525420964
l_TOP71,0.00022799529627887637,0.0002312679606521686,0.0002599636716505051
l_TOP72,0.0002137415050616302,0.0002664900833767897,0.0002826164018468394
l_TOP73,0.00014786103089308445,0.00013175165818344966,0.0002093739331451496
l_TOP74,0.0003080512011466107,0.00026601506770781606,0.0003292668678254574
l_TOP75,0.0002274863412900441,0.0002840644739230024,0.00027732191723256645
l_TOP76,0.00027548920883450515,0.0002713319193991471,0.0003132862534930718
l_TOP77,0.0,0.0,0.0
l_TOP78,0.00019701166300654986,0.00017711684690842542,0.00023228257989476008
l_TOP79,0.00023682874074683644,0.00021136399588169197,0.00021126744164997674
l_TOP8,0.00035341423323861226,0.000785902746883445,0.0005177234227113913
l_TOP80,0.0002173875072742518,0.0002526248356885399,0.00028197189558749685
l_TOP81,0.0,0.0,0.0
l_TOP82,0.00020861598322303366,0.00021808068804908697,0.00023045795056229383
l_TOP83,0.0002659027272010643,0.00025692191166628496,0.00026581176297391443
l_TOP84,0.00024936929412469914,0.00019186393502040143,0.000234403289178813
l_TOP85,4.647085903526228e-05,6.05100230619048e-05,6.760701624152965e-05
l_TOP86,0.00013522065439402445,9.898341479022246e-05,0.00018258233331655432
