feature,importance_all,importance_remove_high_risk,importance_weighted
l_TOP140,0.0008093941142465679,0.001265513497153757,0.0011059167383538995
l_TOP141,0.0008230238149130091,0.0007314284510734277,0.0010581355011696734
l_TOP142,0.0011056100461511924,0.0017875531867513038,0.0014888908172956457
l_TOP143,0.0005691931206268285,0.0003930080753742658,0.00048812068111586524
l_TOP144,0.0007930804407276133,0.0011680716243681775,0.001047853447795521
l_TOP15,0.0009240435234699393,0.0006145116598229822,0.0005683374565127212
l_TOP16,0.000645571107571144,0.0006159920404078161,0.0005694733849417528
l_TOP17,0.0,0.0,0.0
l_TOP18,0.00032945264381056057,0.00023385547569896328,0.0002684705241176689
l_TOP19,0.0004286067948855286,0.00016749898501115012,0.0002780667820594503
l_TOP2,0.0007810744810631196,0.00040219935007351803,0.00048343469654313283
l_TOP20,0.00040881860269345615,0.0002345361272570864,0.00031856523965297415
l_TOP21,0.0,0.0,0.0
l_TOP22,0.0010517670069564065,0.0015976940957538233,0.001216471999909864
l_TOP23,0.0008493620833512839,0.0014532467495524718,0.0012351126425804702
l_TOP24,0.0010182119469090236,0.001479964289894495,0.0011991080986048423
l_TOP25,0.0,0.0,0.0
l_TOP26,0.000422438679192277,0.00024885238029078127,0.00029287284799601044
l_TOP27,0.000398188060735225,0.00019389206632610694,0.00030080388259386777
l_TOP28,0.0003746029699483835,0.00018841501337719886,0.0002755321375780314
l_TOP29,0.007524203181500653,0.01403951512856868,0.012002313542290529
l_TOP3,0.0007076305882828878,0.00031252848214137794,0.00044373459767521145
l_TOP30,0.006492152869098843,0.010300604739271309,0.011045561241982846
l_TOP31,0.006689029460490292,0.014376348552773508,0.012059490175432688
l_TOP32,0.0003463099401324421,0.00018597512147781073,0.00030840755722304414
l_TOP33,0.0,0.0,0.0
l_TOP34,0.0003833071869774992,0.00019590247231590982,0.00032079593369631825
l_TOP35,0.0003532155292515053,0.00020874481126677386,0.00026326362944667286
l_TOP36,0.00039887261746203803,0.00016279701828643149,0.0002594201992964592
l_TOP37,0.0,0.0,0.0
l_TOP38,0.0003772959783611568,0.0002082431805227837,0.0002897275936756616
l_TOP39,0.0004532093884552939,0.0002443711367781142,0.0003061596233059604
l_TOP4,0.0008394471211544207,0.000404683129988527,0.0005924760660625936
l_TOP40,0.00041893672575408185,0.00018833899684822492,0.0002826003491676647
l_TOP41,0.0,0.0,0.0
l_TOP42,0.0004831732998953456,0.00024433158170614726,0.0004076123035657423
l_TOP43,0.0005857219590697569,0.0005211331487588152,0.0005901040454502342
l_TOP44,0.0007342736128689812,0.0004606441968568924,0.00044775862141672
l_TOP45,0.0,0.0,0.0
l_TOP46,0.001875662974507857,0.003369744765390513,0.0024839782693701303
l_TOP47,0.0018417834425402309,0.0037998902682339873,0.0024613015303438616
l_TOP48,0.0016911738026200653,0.004052681744381934,0.002317386248834169
l_TOP49,0.0001451152298931741,4.7021847302315674e-05,8.777985440090804e-05
l_TOP5,0.0006510386141252414,0.000534012831659562,0.0004245008919059986
l_TOP50,0.000499539794581827,0.0003019104765484966,0.00035365791872780635
l_TOP51,0.0005515436443698571,0.00035210478435947874,0.0005176898011032338
