beta,rho,D,seed,fixed_magnitude,error_mode,propensity_on,retain_obs,D_ALL,I_ALL,rho_sp_ALL,D_FILTER,I_FILTER,rho_sp_FILTER,D_IPW_oracle,I_IPW_oracle,rho_sp_IPW_oracle,D_IPW_est,I_IPW_est,rho_sp_IPW_est,D_IPW_calib,I_IPW_calib,rho_sp_IPW_calib,D_ALL_calib,I_ALL_calib,rho_sp_ALL_calib,D_SMITH_env,I_SMITH_env,rho_sp_SMITH_env,D_SMITH_geo,I_SMITH_geo,rho_sp_SMITH_geo,D_IPWest_vs_IPWoracle,D_IPWest_vs_FILTER,diag_ess_frac,diag_w_max_over_mean,diag_w_p99,diag_propensity_auc,diag_prop_brier,diag_prop_coef_E1,diag_prop_coef_E1_calib,diag_prop_coef_E1_true,diag_eff_coef_obs,diag_eff_coef_true,cfg_niche_shape,cfg_quality_link,cfg_env_corr,cfg_propensity_learner,cfg_retain_rate,cfg_n_occ,diag_true_sep_E1,diag_obs_sep_E1,diag_pooled_var_E1_true,diag_pooled_var_E1_obs,diag_rho_D,diag_grain,diag_corr_len,pred_mu_delta,pred_pooled_var_obs,pred_reliability,rho_sp_IPW_k0.25,rho_sp_IPW_k0.5,rho_sp_IPW_k1,rho_sp_IPW_k2,rho_sp_IPW_k4,env_width_D,env_best_rec,env_best_kappa,diag_ess_frac_calib,diag_w_max_over_mean_calib,diag_w_p99_calib,diag_lowq_dE1_shift,diag_realised_disp,variant,regime
3.0,1.0,10.0,2,1,blend,obs,0.5973333333333334,0.7004537086604182,0.9323519156190333,0.8892303948462187,0.7130470959375459,0.9374706054160948,0.9396518006898812,0.928563315484018,0.9963972235859047,0.9951308503052801,0.6937709158199612,0.9305425266168879,0.9073606077351827,0.7190782178505302,0.9406697639016844,0.9279422920093133,0.7360604071171345,0.9477731222961354,0.9238486836232259,0.714493445745056,0.9347979873009484,0.9651289686612667,0.7159450741298133,0.937997400964868,0.8802295953875706,0.7449045322175415,0.91106967473281,0.8075575106181878,14.118130350147013,4.110323501367122,0.6565682836151845,0.21880062959021568,1.2381655821582107,1.3701344222517633,5.9930094430373275,-0.6413301331582913,6.897404476164079,skewed,linear,0.0,logit_quad,0.6,3000,0.5567570483701836,-0.08681774670786202,0.10113774909289386,0.15663114507765483,0.7949891954634302,1,12.0,-0.010371514697171166,0.23868833238624315,0.42372305374874264,0.9328115680253491,0.9263284194782976,0.9073627415697865,0.8245999579783534,0.5725052510192474,0.3669242354112927,0.9328115680253491,0.25,0.9416987673038293,5.3736852957394445,3.253703014925506,0.6435747950780456,9.922002699001261,niche_skewed,toward_HQ
3.0,1.0,10.0,3,1,blend,obs,0.601,0.7179018299220367,0.9407748773967693,0.9031862982221586,0.7316997550071425,0.9465258128926319,0.9450530657509182,0.9083290543670829,0.9940841463132033,0.9921781976785519,0.7063765167617955,0.9369271840472548,0.9121288733231125,0.7325531359586567,0.9468118469913384,0.9330225347989426,0.7521375166570398,0.9544089586027416,0.9351198457867544,0.7203260788104006,0.9376536226128829,0.9653133238923562,0.7432753472504511,0.9496583355506751,0.9048925077763349,0.7734994895438542,0.9111886944493977,0.7741311026398208,20.09100976548087,3.8163386632725724,0.6510966823603657,0.22332129014786134,0.9346505970619672,1.1497058853324365,7.027036126624234,-0.5398533898855107,7.0619184350189075,skewed,linear,0.0,logit_quad,0.6,3000,0.5649400554280342,-0.07687888941653243,0.10191925157431443,0.1558570072539179,0.7976512547839484,1,12.0,-0.008351521558629074,0.23762167385493535,0.4289139535164401,0.9378354592779033,0.9312064494170478,0.9121306359349814,0.8257768607029847,0.5846812505731487,0.4028839177175546,0.9378354592779033,0.25,0.9618374457594124,4.8740694220683425,2.971771975540634,0.6418189448445666,9.907368170233216,niche_skewed,toward_HQ
3.0,1.0,10.0,4,1,blend,obs,0.5953333333333334,0.7214734309786589,0.9423308861143682,0.9165288802544558,0.7158159757975173,0.936618490808808,0.9478873224414536,0.8675741454925523,0.9865090887202587,0.9904497622010419,0.7016758255602658,0.9332171049513001,0.9215738158550435,0.7243966420849757,0.9415430203820271,0.94232593742201,0.7501771042542913,0.9527005766013106,0.9443084132141052,0.706079643161662,0.9291804181136637,0.9702620782427018,0.7482862841174731,0.9530904127470967,0.9151616837685191,0.7845502403660027,0.9137254453536116,0.8668506462991658,8.290713164846471,4.0837865283047,0.6525368461639218,0.22268803665076753,1.9089904222089322,1.8607755422366776,7.3282925164693875,-0.620800636431501,7.7853775393674045,skewed,linear,0.0,logit_quad,0.6,3000,0.5677604546908254,-0.07533791347311203,0.09172579283327416,0.1466857232834689,0.7977346541514403,1,12.0,-0.005468953994665678,0.22979977863636308,0.3991552706341887,0.9422455526405267,0.9372887308498974,0.921572711971537,0.849406120020437,0.6174086311198271,0.4211309727399556,0.9422455526405267,0.25,0.9701865493054643,2.77989540589035,2.7603529566540512,0.6430983681639374,9.905838230255261,niche_skewed,toward_HQ
3.0,1.0,10.0,5,1,blend,obs,0.6026666666666667,0.7070335627479976,0.9373550085747786,0.8984701397378942,0.7043865885261993,0.9348051208442504,0.9309948730595987,0.8529568260725835,0.9845015175933534,0.9797732720176098,0.6915476597726649,0.9307863705146495,0.9045554231806171,0.7145351155461639,0.9400038668206944,0.9254206564988356,0.7385719590887887,0.9502550570093291,0.9293310316490456,0.7021855854597976,0.9296937303256756,0.9567895195299274,0.7307893217445204,0.9452755499408998,0.8953764152034304,0.81058128310785,0.9222280828489039,0.930335097738228,4.528029477297976,3.8017666080907806,0.630468796400784,0.22385098315072818,1.8078373557939729,1.891433298726933,7.5943017182872525,-0.35519118622693613,7.209598807008852,skewed,linear,0.0,logit_quad,0.6,3000,0.597900535678424,-0.05178317964291623,0.10299921519424811,0.1634718919652216,0.7956799521284629,1,12.0,-0.006408786240587328,0.2392125696303343,0.4305760995478512,0.9242413471567976,0.9194271425073942,0.9045555668633355,0.8362055672807016,0.5844509216135707,0.4548393257089698,0.9242413471567976,0.25,0.9715834899425905,2.595038613483692,2.809747555033079,0.6496837153213403,9.901205466247736,niche_skewed,toward_HQ
3.0,1.0,10.0,0,1,blend,obs,0.5893333333333334,0.6962366210712249,0.9008120553437299,0.8404853122236982,0.7081669531356245,0.9359895155929805,0.9428969547661639,0.8710047127353611,0.9882543588873545,0.9909148680817735,0.8179920689398881,0.9771130667382568,0.974523196934211,0.8212457147310016,0.9777498461981221,0.9768759709117427,0.7338320833611967,0.921404748780771,0.8698594927830936,0.9019980878603302,0.9904860866951988,0.9891837818571987,0.7828311035029996,0.9501425359578684,0.9696005778211221,0.9281561207180157,0.8860395685956057,0.16293837145410187,73.20089552600979,6.280375414947776,0.9882966298407475,0.040492167938663136,12.37914828788078,10.753423775885722,7.589365303817475,8.573396097251027,7.015810593051749,skewed,linear,0.0,logit_quad,0.6,3000,0.5652892954770353,1.1610714559660547,0.09750300462272041,0.17718644920584067,0.7969608706296997,1,12.0,-0.012023333880669132,0.23808315181034956,0.4095334083126915,0.9579890185730767,0.9628797780676914,0.9745514623918843,0.9885608067504856,0.8498562092578601,0.43847248340303757,0.9885608067504856,2.0,0.259240686490144,51.310094687348396,6.12994040424344,-0.5957821604890192,9.891733366273955,niche_skewed,away_HQ
3.0,1.0,10.0,1,1,blend,obs,0.6033333333333334,0.7012968816776186,0.9047901769352902,0.8725330093963649,0.7093367289685427,0.9363693535194257,0.9345784403720622,0.8689420538436046,0.9877428617579145,0.9849781730305815,0.7981044322213083,0.9712545302926513,0.9637898300772321,0.8056412011843611,0.9734803405430033,0.9678813230308153,0.7408819446387718,0.9258459361704175,0.8968703495330741,0.9146117942394005,0.9939378355715903,0.993088682996456,0.7739219523341339,0.9474926196668771,0.9735732732767747,0.9126191609833395,0.9092613905046472,0.00653195801181611,521.890313779299,4.482964680060173,0.9886183202562794,0.039132253878184454,11.786960585988046,10.813954305007808,7.899830844190971,8.861585402144794,6.677989565648522,skewed,linear,0.0,logit_quad,0.6,3000,0.5690556514389377,1.1651760059241631,0.09905052389014543,0.17330313486666615,0.7933634057006311,1,12.0,-0.009994787222918354,0.23683631993429366,0.41822353901473125,0.9523700956583425,0.9558488195658761,0.9637855173976962,0.9903057567005055,0.9035693101834877,0.5367036649313983,0.9903057567005055,2.0,0.006171326725952729,537.4991898696704,4.8870555249238254,-0.5961203544852255,9.847967601665943,niche_skewed,away_HQ
3.0,1.0,10.0,2,1,blend,obs,0.5973333333333334,0.7014457715934356,0.9048912251821382,0.8711458054629166,0.7130470959375459,0.9374706054160948,0.9396518006898812,0.928563315484018,0.9963972235859047,0.9951308503052801,0.8522949837209671,0.9851084597547896,0.9776916402917448,0.851564997089207,0.9850548412684734,0.9795744694588844,0.7393936676120179,0.9249571802375914,0.8947676798456938,0.9108147723780826,0.9928040472581127,0.9921699184560507,0.7807361745578983,0.9498524227339731,0.9767416110568395,0.909710823849528,0.8539730955879065,0.196281154679994,45.01408047771534,7.466440816037183,0.9843847009519867,0.04801465533980969,9.514265193033056,8.9513225874527,5.9930094430373275,8.247319870797538,6.897404476164079,skewed,linear,0.0,logit_quad,0.6,3000,0.5567570483701836,1.1409345744532133,0.10113774909289386,0.17418557153439465,0.7949891954634302,1,12.0,-0.010371514697171166,0.23868833238624315,0.42372305374874264,0.9579009723683753,0.9637257626988518,0.9776917532792634,0.9687423149039628,0.7477303185626207,0.4018717027461344,0.9776917532792634,1.0,0.18514403481379874,49.06070978777408,6.992666851699957,-0.5841775260830299,9.87165272601721,niche_skewed,away_HQ
3.0,1.0,10.0,3,1,blend,obs,0.601,0.697014459560151,0.9016021012750899,0.8476476869125236,0.7316997550071425,0.9465258128926319,0.9450530657509182,0.9083290543670829,0.9940841463132033,0.9921781976785519,0.8416280511040857,0.9827697365934392,0.9759725883029042,0.8420740352383088,0.9828305670578414,0.977854244157378,0.7349251374663478,0.9220980403353004,0.8780771189390881,0.9168636695975595,0.9930550333373123,0.9906900955771007,0.7720757139286354,0.9450111145229994,0.9635622229818817,0.9188713781555762,0.8854541601535317,0.0704582958301609,144.57252226025875,6.003750044825944,0.9865924749014336,0.04386842955103315,11.21877341508892,10.196107468782982,7.027036126624234,8.571535576085772,7.0619184350189075,skewed,linear,0.0,logit_quad,0.6,3000,0.5649400554280342,1.1514416465761794,0.10191925157431443,0.17413694821540596,0.7976512547839484,1,12.0,-0.008351521558629074,0.23762167385493535,0.4289139535164401,0.9606515535345483,0.9650066024670702,0.9759328606359888,0.9887243998441306,0.8071616996175849,0.4353810374746422,0.9887243998441306,2.0,0.09926065897792291,118.03291127071999,5.801854470469954,-0.5865015911481453,9.848014284669246,niche_skewed,away_HQ
3.0,1.0,10.0,4,1,blend,obs,0.5953333333333334,0.6887852788001443,0.8976696570033071,0.8452581857844954,0.7158159757975173,0.936618490808808,0.9478873224414536,0.8675741454925523,0.9865090887202587,0.9904497622010419,0.7991742790358275,0.9699088388170286,0.969719204350043,0.8030995829579157,0.9710349337693412,0.9723523388409746,0.7282363185056541,0.9193006958506988,0.8750602651511158,0.9114339336297209,0.9919428103639967,0.9924827445661758,0.7799759164943308,0.9489931511863012,0.9603343499656057,0.9070852247652648,0.9128672561355117,0.1980429242745072,64.80676048101907,4.5201458526232665,0.9904859044628642,0.03592995823493547,12.050487769203631,10.960701230077541,7.3282925164693875,8.90740904841051,7.7853775393674045,skewed,linear,0.0,logit_quad,0.6,3000,0.5677604546908254,1.1845593218253532,0.09172579283327416,0.16341367863701722,0.7977346541514403,1,12.0,-0.005468953994665678,0.22979977863636308,0.3991552706341887,0.9599484820989775,0.9626563872017864,0.9697388762675115,0.9922760489293496,0.8489949789170188,0.4716999137165905,0.9922760489293496,2.0,0.22099523144130465,62.28073734288388,4.5804444205065655,-0.6167988671345278,9.852043652588423,niche_skewed,away_HQ
3.0,1.0,10.0,5,1,blend,obs,0.6026666666666667,0.6874932658837434,0.8968675680674485,0.8614797764939,0.7043865885261993,0.9348051208442504,0.9309948730595987,0.8529568260725835,0.9845015175933534,0.9797732720176098,0.7851750857418123,0.9669565890766908,0.9556468961482383,0.7877308365029411,0.9679579010723367,0.9598945853718104,0.7267645116095782,0.9184594950103563,0.8879534632947211,0.9156299803400209,0.9941537261071755,0.9916642672087315,0.7661842672031849,0.9436261764332102,0.9725760687109201,0.9188811693885124,0.9111538663104484,0.031608613702227464,176.3672685016975,4.321047005542385,0.988792122631704,0.040051081403015505,12.466218802724656,10.938438929260478,7.5943017182872525,8.512477837909817,7.209598807008852,skewed,linear,0.0,logit_quad,0.6,3000,0.597900535678424,1.209173316781286,0.10299921519424811,0.18156111097429933,0.7956799521284629,1,12.0,-0.006408786240587328,0.2392125696303343,0.4305760995478512,0.9451382713467801,0.9487010531737058,0.9556491693926227,0.9749381736587535,0.850535657718999,0.5118351297691637,0.9749381736587535,2.0,0.05951070804317951,124.42262405682213,4.015988592208188,-0.611272781102862,9.858991557767679,niche_skewed,away_HQ
3.0,0.0,10.0,0,1,blend,obs,0.6013333333333334,0.8890919514438053,0.9881673477329341,0.997004510687072,0.8928590670083447,0.9901235973117359,0.9672096635752062,0.9683515537310362,0.9990874189425563,0.9968365297634015,0.8925268240555668,0.9889027892077588,0.9966894219104795,0.9279507271624814,0.9949692104096257,0.9977842205798195,0.9271537795653314,0.9948804949827953,0.998612388684778,0.9063106102906495,0.9918140988728734,0.986718296891927,0.8703692665675513,0.9846391104074034,0.9853994998649493,0.8977127976571012,0.8708663332603046,0.829919053099996,7.988458900991326,4.955371707504509,0.7175810999710788,0.20739833183576115,1.076717783127757,1.2769566038713784,3.6155255449728396,1.2030145199674431,3.804052368956186,gaussian,quadratic,0.0,logit_quad,0.6,3000,0.4288133295316782,0.41444118613129965,0.2387855890130781,0.3530053412816615,0.7969608706296997,1,12.0,0.036906498891615146,0.3702105771809861,0.6449993699027734,0.9840082735520966,0.993708267748769,0.9966932630734054,0.7865000443853379,-0.1907794051308604,0.3038987332626025,0.9966932630734054,1.0,0.9115971505303423,3.3330860726605316,3.382714315595969,0.014372143400378592,9.804181730590146,quality_quadratic,iso
3.0,0.0,10.0,1,1,blend,obs,0.596,0.8848409002163172,0.9874916217982722,0.9994958775753435,0.8763419621775084,0.98713882085231,0.9552015627291894,0.985308505857384,0.9998072955284694,0.9993646185765108,0.9071571031631771,0.9918716116400553,0.9992089061934798,0.9340589702128923,0.9957576466624007,0.9982888267684098,0.9250452969846595,0.9946833462997609,0.9995848165436608,0.8841801223475323,0.9874481599838879,0.9784883244491399,0.8441815645759796,0.9783805062151981,0.9735335912460363,0.9025874158336082,0.8729745620442034,0.0939248082041942,116.93849379780633,4.886219103913338,0.7233947807532431,0.20503914086199354,1.0522807350893062,1.2292207335835406,3.4729249793961405,1.2250437643345353,3.8692604462802183,gaussian,quadratic,0.0,logit_quad,0.6,3000,0.44069564819021384,0.42470057896707936,0.24253108505244153,0.36147672422993915,0.7933634057006311,1,12.0,0.03828101918599929,0.3767295917547234,0.6437802879322146,0.9743589838740582,0.9868625128006744,0.9992088149819223,0.8515892911289148,-0.005167954492109992,0.39901930390553564,0.9992088149819223,1.0,0.7097307810348078,20.767599403758748,3.765056329922876,0.015995069223134522,9.846402556376146,quality_quadratic,iso
3.0,0.0,10.0,2,1,blend,obs,0.6003333333333334,0.8733860849089637,0.9847877244844071,0.9987136652595442,0.884237342116979,0.9883528363775359,0.9609120637943357,0.986092459699554,0.9998220385020721,0.9996282984870962,0.8928859960845952,0.9891177876545686,0.9990747046075054,0.9208653852866796,0.9939920235489615,0.9988511005696409,0.9115444898603763,0.9926159997332529,0.9999652951657243,0.9039501867308374,0.9916591925632716,0.983289432798875,0.8354994067993653,0.9754406307351373,0.9702006466317854,0.9015481102586014,0.8802941661650863,0.8413355606889855,6.946961605577897,4.772220646440343,0.7102471567320352,0.20853828717229234,0.914549832024765,1.0537512199441785,3.302201000029555,1.060203253794864,3.6180001278665723,gaussian,quadratic,0.0,logit_quad,0.6,3000,0.41429210483112994,0.3772606180092223,0.24659802436779188,0.3682978742684716,0.7949891954634302,1,12.0,0.03612919122288295,0.3788661241572434,0.6508843326025227,0.9773755281301031,0.9883979588546149,0.9990743573887529,0.8311973423790129,-0.15622332850547535,0.30535256032883973,0.9990743573887529,1.0,0.911732825595279,3.92014218588221,3.637300138841285,0.03703148682190764,9.815911599802499,quality_quadratic,iso
3.0,0.0,10.0,3,1,blend,obs,0.5963333333333334,0.8873667430886152,0.9875906656060218,0.9920748271711538,0.9045291138931701,0.9915769880450098,0.9728661039901598,0.9711160529984427,0.9993250705973903,0.9976818143902215,0.9097824065319698,0.9920733442952312,0.9945001098079206,0.9390192525734403,0.9963339392109896,0.9959641458247115,0.9267259844018028,0.9947637951828457,0.9961542879854173,0.9071504573127211,0.9914575252216994,0.9872660795432335,0.8698559245762076,0.9843629437214928,0.9855321428693308,0.9130060135170577,0.8886349568599984,0.8434966450002666,7.236780464974468,4.203808577170029,0.7159303182721826,0.2073193540378153,1.026838007189997,1.236979272695923,3.7018038061817573,1.1797754451649733,3.759789408395034,gaussian,quadratic,0.0,logit_quad,0.6,3000,0.43366321448989,0.3873775598137782,0.24755613270398755,0.34833582927892603,0.7976512547839484,1,12.0,0.04114911796788561,0.3795229952549159,0.652282301202093,0.9867365729406152,0.9938616455349242,0.9945022834028755,0.8846296314298224,0.07772346914778476,0.4886845173118908,0.9945022834028755,1.0,0.9208977171888496,2.8522951822382923,3.1293652817151623,0.04628565467611183,9.89862391838512,quality_quadratic,iso
3.0,0.0,10.0,4,1,blend,obs,0.599,0.8866097725624089,0.9877580492415959,0.9990068187920198,0.8882574691245972,0.9890295807280015,0.9623233445083783,0.9897784642970345,0.9998889918813019,0.9996148925603713,0.9053980383070876,0.9913811357953702,0.9968656506826735,0.9325989346606314,0.9955559999966223,0.9973695916498103,0.9265467164021928,0.9948600291712945,0.9997713183609335,0.8915190649625583,0.9885899038310447,0.981310224390837,0.8589872382578213,0.9819119941574522,0.9828096317872957,0.908190510990991,0.8765009538395416,0.8424838200554068,6.469597313889197,4.965045493000361,0.7172605954969746,0.20728960186508866,0.9508697633509321,1.1321746022668162,3.6319527484687795,1.1030560716931581,3.801876758260828,gaussian,quadratic,0.0,logit_quad,0.6,3000,0.4096048593165116,0.3914255776115709,0.2490364607198005,0.3695267240215988,0.7977346541514403,1,12.0,0.03552987829131019,0.38131561860024066,0.6530979812313498,0.9790041091765466,0.9892987797392636,0.9968630973577317,0.8407797851784207,0.05101673489701917,0.3849086067126176,0.9968630973577317,1.0,0.9090276928626982,3.2516239158858586,3.7906314759808515,0.018179281704940733,9.794422493611506,quality_quadratic,iso
3.0,0.0,10.0,5,1,blend,obs,0.5973333333333334,0.8849173568272032,0.987399974703785,0.9988362899800665,0.8899494109588361,0.9894474103856252,0.9641846125616507,0.9844778534024273,0.9997870855983702,0.9993161931959685,0.9114330841074386,0.9925288160090215,0.99927997928438,0.939953576482323,0.9964671882140775,0.9984708071373017,0.9259205932441482,0.9948140847975087,0.9999915162973274,0.8945558907670309,0.9894510821229342,0.9819100896754801,0.8572173219653964,0.9816476890320393,0.9794516904083469,0.9152450871719305,0.8888951289569734,0.845895727214747,8.590152289542752,4.515785357240102,0.7019216200035479,0.21161821391617294,0.856403453112585,1.0327356214596333,3.407593237451965,1.029919999487314,3.621944706191183,gaussian,quadratic,0.0,logit_quad,0.6,3000,0.42629008306521377,0.35977400586077635,0.24843455695694527,0.3638082024653466,0.7956799521284629,1,12.0,0.03829223550574581,0.3806056254907061,0.652734852872036,0.9795736519809416,0.9895819297672092,0.9992799160715083,0.8952286220854434,0.094349057877501,0.44250492015898846,0.9992799160715083,1.0,0.9241000428210604,3.4585301304356117,3.1660189179812326,0.0665160772044374,9.77795048701007,quality_quadratic,iso
3.0,1.0,10.0,0,1,blend,obs,0.6013333333333334,0.8014719992385406,0.9680056130927391,0.8842710130787693,0.8928590670083447,0.9901235973117359,0.9672096635752062,0.9683515537310362,0.9990874189425563,0.9968365297634015,0.815255995605412,0.9727283476914479,0.9018903887257811,0.8390839595612207,0.9793439293011102,0.9275466731785057,0.8367452778477166,0.9786503760737654,0.924393775275736,0.8735983233895842,0.985645737298443,0.9741639457978366,0.7906878539785422,0.9635963172712421,0.8703955314902142,0.8163315717009008,0.9186807910714575,0.9231906462698796,4.899534084064641,3.4968724732708587,0.6508115095403006,0.21938054196064194,-1.426882777027576,-1.2749502299768147,3.6155255449728396,-1.1281142310292482,3.804052368956186,gaussian,quadratic,0.0,logit_quad,0.6,3000,0.4288133295316782,-0.2524286961940274,0.2387855890130781,0.28611456472614544,0.7969608706296997,1,12.0,0.036906498891615146,0.3702105771809861,0.6449993699027734,0.9532327962302423,0.9362561609811877,0.9018900934610596,0.8054816363105971,0.4603874474703025,0.6790156065979839,0.9532327962302423,0.25,0.9615223040599405,2.7476888462618465,2.7727014844419897,0.6812420257257058,9.965860020307092,quality_quadratic,toward_HQ
3.0,1.0,10.0,1,1,blend,obs,0.596,0.7954853166247355,0.9658699238031091,0.8765560415990253,0.8763419621775084,0.98713882085231,0.9552015627291894,0.985308505857384,0.9998072955284694,0.9993646185765108,0.8090929615599967,0.9705867369515917,0.894098551226671,0.8350918201479246,0.9780516712857372,0.9241985408281972,0.8320350586682701,0.9770617399430512,0.9188905714783429,0.8521289964236275,0.9803940283005073,0.9655881410428915,0.7587990364899229,0.9511095523509565,0.8221929450802886,0.8126392785296803,0.9167410923768148,0.9189345915465106,4.509421361036268,3.8651657190164204,0.6537320678376562,0.2183684356383081,-1.565690660612466,-1.4068010448204933,3.4729249793961405,-1.0811301500017738,3.8692604462802183,gaussian,quadratic,0.0,logit_quad,0.6,3000,0.44069564819021384,-0.2242040711895853,0.24253108505244153,0.28459709615128,0.7933634057006311,1,12.0,0.03828101918599929,0.3767295917547234,0.6437802879322146,0.9421339275762217,0.9264525272994748,0.8940936723413943,0.7905876199697878,0.23409140961269975,0.5251457651891851,0.9421339275762217,0.25,0.9539292894733166,3.3935856360059713,3.033189323227055,0.6648997193797991,9.936261934083564,quality_quadratic,toward_HQ
3.0,1.0,10.0,2,1,blend,obs,0.6003333333333334,0.7885509334908627,0.9632151481952501,0.8678014047655889,0.884237342116979,0.9883528363775359,0.9609120637943357,0.986092459699554,0.9998220385020721,0.9996282984870962,0.8082638513755271,0.9703372202697974,0.892347132486587,0.8336542281615661,0.977762083766966,0.92095949359468,0.8286315791342683,0.9761257598188421,0.9154809320869631,0.8692322759500244,0.9849537853453492,0.9701222559990365,0.7708518192532806,0.9554849262643206,0.8466859514946438,0.8043031169381022,0.9115119719406687,0.8877175758252609,5.525743898599742,3.911444440474512,0.6726012654446909,0.2147410070952197,-1.4255002643965498,-1.2601574699532654,3.302201000029555,-1.094221658469989,3.6180001278665723,gaussian,quadratic,0.0,logit_quad,0.6,3000,0.41429210483112994,-0.254875828760765,0.24659802436779188,0.29801740196202414,0.7949891954634302,1,12.0,0.03612919122288295,0.3788661241572434,0.6508843326025227,0.9474909835505348,0.9303056108305351,0.8923569761457645,0.7682740334079154,0.38580282072547384,0.5838862365703716,0.9474909835505348,0.25,0.9437616864775975,3.6703654832566652,3.1907667512794866,0.6691679335918949,9.963081305515246,quality_quadratic,toward_HQ
3.0,1.0,10.0,3,1,blend,obs,0.5963333333333334,0.8226873219263261,0.9744552347564173,0.90990065002164,0.9045291138931701,0.9915769880450098,0.9728661039901598,0.9711160529984427,0.9993250705973903,0.9976818143902215,0.8308091044143503,0.9771295359881481,0.9181424947419433,0.8572432959517216,0.9838077648519581,0.9433205140445832,0.8577632271236482,0.9838628150826447,0.9431205928802423,0.8801689561921234,0.9865088563459427,0.9779138866740821,0.7875661204286173,0.9614973403003189,0.8715948208525675,0.8122621621864479,0.9178455846547366,0.9006233976743817,9.058316428851516,3.5895098834241996,0.647956199898545,0.22030785707400313,-1.446649151602796,-1.3314197484610186,3.7018038061817573,-1.1173077765203765,3.759789408395034,gaussian,quadratic,0.0,logit_quad,0.6,3000,0.43366321448989,-0.24402805414322698,0.24755613270398755,0.29113815507590995,0.7976512547839484,1,12.0,0.04114911796788561,0.3795229952549159,0.652282301202093,0.9623923595903663,0.9483892072443225,0.9181429079995428,0.823365396958718,0.43280666036318843,0.6576365083934692,0.9623923595903663,0.25,0.9531840086239601,4.808179651078817,2.8328013965278047,0.6776912686331171,9.967274230438855,quality_quadratic,toward_HQ
3.0,1.0,10.0,4,1,blend,obs,0.599,0.8034643278131967,0.9685326853987987,0.8869190767973143,0.8882574691245972,0.9890295807280015,0.9623233445083783,0.9897784642970345,0.9998889918813019,0.9996148925603713,0.8171653012083402,0.9732568982058414,0.9037034348208193,0.8416546196647667,0.9800016455623436,0.9299520399591191,0.8398767690442737,0.9794203984891979,0.9269838355004064,0.864545085074055,0.9831597081271458,0.9707052374845775,0.781147469435713,0.9597414566015058,0.8593221936422973,0.8122775795287023,0.9149132751065019,0.9042804677323578,5.490813630177085,4.010115674127144,0.6654926401303363,0.21550113910778548,-1.5100149259860942,-1.3514790133981658,3.6319527484687795,-1.1335407368530157,3.801876758260828,gaussian,quadratic,0.0,logit_quad,0.6,3000,0.4096048593165116,-0.2548372874561371,0.2490364607198005,0.30131640778075114,0.7977346541514403,1,12.0,0.03552987829131019,0.38131561860024066,0.6530979812313498,0.9515122998518176,0.9364327165937827,0.9037012100779266,0.7891098079007395,0.34804567059767066,0.5592445383613951,0.9515122998518176,0.25,0.9478821552902627,3.8055178024239362,3.033280681893172,0.6644421467726487,9.955048439051424,quality_quadratic,toward_HQ
3.0,1.0,10.0,5,1,blend,obs,0.5973333333333334,0.8091833045644304,0.970448783080291,0.8937241651672923,0.8899494109588361,0.9894474103856252,0.9641846125616507,0.9844778534024273,0.9997870855983702,0.9993161931959685,0.8239774578179528,0.975099949796484,0.9107476757490123,0.8472103858521309,0.9813064782046207,0.9351433424176974,0.8437623262691945,0.9804048498424807,0.9307818809299478,0.8643278655112203,0.9832815601818473,0.9709475495441113,0.7800371804491217,0.9592478113937456,0.8556561489961622,0.8118682491566178,0.9221749484591781,0.9153394220604837,7.077105379530851,3.284619058183356,0.650728310519158,0.2192498719347312,-1.4394070980810607,-1.3287763722883852,3.407593237451965,-1.0954840368103012,3.621944706191183,gaussian,quadratic,0.0,logit_quad,0.6,3000,0.42629008306521377,-0.24783450509079402,0.24843455695694527,0.29166329040194466,0.7956799521284629,1,12.0,0.03829223550574581,0.3806056254907061,0.652734852872036,0.9530790165011181,0.938832673629887,0.9107428281168352,0.8376760254028145,0.5526066466855246,0.7260408288742888,0.9530790165011181,0.25,0.9551885026549155,3.8737143174445183,2.7509726471928904,0.6741245881560078,9.959334951998846,quality_quadratic,toward_HQ
3.0,1.0,10.0,0,1,blend,obs,0.6013333333333334,0.7783046391388573,0.9515589758129407,0.8394270787967046,0.8928590670083447,0.9901235973117359,0.9672096635752062,0.9683515537310362,0.9990874189425563,0.9968365297634015,0.7976399398901788,0.9592059087603377,0.8617694261966524,0.8258013239647235,0.9691961385450801,0.8974218530741931,0.8223141173855026,0.9681042834680791,0.8995116047730146,0.9441411790066774,0.9965714255920997,0.9952915835590044,0.8652490722768403,0.9824975003261441,0.9690475529067288,0.8011816350783101,0.7494069084839896,0.44623865421492875,18.15085346520783,9.328819019092535,0.9048141346988113,0.12062096439284954,4.260501938138846,4.356155634297698,3.6155255449728396,3.5778045145537782,3.804052368956186,gaussian,quadratic,0.0,logit_quad,0.6,3000,0.4288133295316782,1.0248855109232418,0.2387855890130781,0.31540512386258895,0.7969608706296997,1,12.0,0.036906498891615146,0.3702105771809861,0.6449993699027734,0.9958950176336117,0.9818346320382934,0.8616983545241044,0.3517204953269985,0.041790241862406145,0.27737523689140653,0.9958950176336117,0.25,0.571040834926827,8.904493095728752,7.20778143543653,-0.5960721813915634,9.782351057326169,quality_quadratic,away_HQ
