variant,regime,beta,rho,D,fixed_magnitude,retain_obs,D_ALL,I_ALL,rho_sp_ALL,D_FILTER,I_FILTER,rho_sp_FILTER,D_IPW_oracle,I_IPW_oracle,rho_sp_IPW_oracle,D_IPW_est,I_IPW_est,rho_sp_IPW_est,D_IPW_calib,I_IPW_calib,rho_sp_IPW_calib,D_ALL_calib,I_ALL_calib,rho_sp_ALL_calib,D_SMITH_env,I_SMITH_env,rho_sp_SMITH_env,D_SMITH_geo,I_SMITH_geo,rho_sp_SMITH_geo,D_IPWest_vs_IPWoracle,D_IPWest_vs_FILTER,diag_ess_frac,diag_w_max_over_mean,diag_w_p99,diag_propensity_auc,diag_prop_brier,diag_prop_coef_E1,diag_prop_coef_E1_calib,diag_prop_coef_E1_true,diag_eff_coef_obs,diag_eff_coef_true,cfg_env_corr,cfg_retain_rate,cfg_n_occ,diag_true_sep_E1,diag_obs_sep_E1,diag_pooled_var_E1_true,diag_pooled_var_E1_obs,diag_rho_D,diag_grain,diag_corr_len,pred_mu_delta,pred_pooled_var_obs,pred_reliability,rho_sp_IPW_k0.25,rho_sp_IPW_k0.5,rho_sp_IPW_k1,rho_sp_IPW_k2,rho_sp_IPW_k4,env_width_D,env_best_rec,env_best_kappa,diag_ess_frac_calib,diag_w_max_over_mean_calib,diag_w_p99_calib,diag_lowq_dE1_shift,diag_realised_disp
quality_quadratic,iso,3.0,0.0,10.0,1.0,0.598388888888889,0.8843688015078855,0.9871992305945027,0.9975219982442,0.8893623942132393,0.989278205616703,0.96378289185982,0.9808541483309798,0.9996196501750267,0.9987403911622618,0.9031972420416392,0.9909792474336676,0.9976031287477398,0.9324078077297413,0.9955126680071129,0.9977881154216156,0.9238228100764184,0.9944362916945764,0.9990132705063068,0.8979443887352216,0.9900699937659518,0.9831637412915821,0.8560184537903869,0.9810638123781206,0.979487867134624,0.9063816559048816,0.8796943501876847,0.7161759357105993,25.69507406213033,4.716408480878114,0.7143892618715104,0.2078671549481873,0.979609928982557,1.160303008970245,3.522000219416839,1.1335021757403814,3.74582063599167,0.0,0.6,3000.0,0.42555987323743955,0.39249658773228774,0.24549030813567416,0.36074178259099066,0.7960632221429353,1.0,12.0,0.03771465684423984,0.3778750887398026,0.6496298542904982,0.9801761866090603,0.9902851824075759,0.9976036220460327,0.8483207860978254,-0.0215135710343568,0.38739477361341246,0.9976036220460327,1.0,0.8811810350055063,6.263879481810208,3.478514410006229,0.033063285505151786,9.822915464295916
quality_quadratic,toward_HQ,3.0,1.0,10.0,1.0,0.598388888888889,0.8034738672763487,0.9684212313877675,0.8865287252382718,0.8893623942132393,0.989278205616703,0.96378289185982,0.9808541483309798,0.9996196501750267,0.9987403911622618,0.8174274453302632,0.9731897814838851,0.9034882796251357,0.8423230515565551,0.980045595495456,0.9301867673371303,0.839802373014562,0.9792543232083304,0.9266085980252731,0.8673335837567725,0.9839906125998725,0.9715735027570892,0.7781815800058663,0.9584462340303482,0.8543079319260288,0.8116136596734086,0.916977943934893,0.9083476835181457,6.0934891303766845,3.692954541416082,0.6568869988951146,0.21792480880178158,-1.4690241462844238,-1.3255973131496905,3.522000219416839,-1.1082997649474506,3.74582063599167,0.0,0.6,3000.0,0.42555987323743955,-0.24636807380575595,0.24549030813567416,0.2921411526830092,0.7960632221429353,1.0,12.0,0.03771465684423984,0.3778750887398026,0.6496298542904982,0.9516402305500501,0.9361114827631983,0.9034879480237539,0.8024157533250954,0.40229010924247666,0.6218282473311156,0.9516402305500501,0.25,0.9525779910966655,3.7165086227452924,2.9356187140937333,0.6719279470431956,9.957810146899172
quality_threshold,away_HQ,3.0,1.0,10.0,1.0,0.6002777777777778,0.763486179094969,0.9438098068683621,0.8074960179362236,0.7459539241574573,0.941295615675874,0.8691160004828792,0.9786581452333505,0.9995168482581226,0.9986148555819119,0.8934254473514689,0.9875858294070049,0.96616686067342,0.8822835587531214,0.9850163153008706,0.9518678644392381,0.8109493517023044,0.9629226366982504,0.8825202792829585,0.9209790963575254,0.9935506043638688,0.9919201537656281,0.8650433900793494,0.9825670681730663,0.9709423085306956,0.89909667438697,0.6756985964938372,0.06874398327857624,88.00806242192967,26.271634239771444,0.9798557685422332,0.048213498080011595,8.34617259801912,8.48483696816317,8.663453702630482,5.761783607594809,7.063614579366128,0.0,0.6,3000.0,0.7470282505730091,1.3226595907278476,0.15513835985674546,0.22776289790321336,0.7960632221429353,1.0,12.0,0.0772305535948971,0.2842723155397739,0.5457409681231453,0.9382855833849972,0.9731861914912203,0.9661564727004531,0.4863414100635255,0.49177883069774736,0.3409790714824735,0.9768322393161597,0.6666666666666666,0.09289887028251999,53.443328605736546,29.586929615333133,-0.5756313401548385,9.712729980715974
quality_threshold,iso,3.0,0.0,10.0,1.0,0.6002777777777778,0.8856721549584942,0.9873911350995993,0.9972452479884314,0.7459539241574573,0.941295615675874,0.8691160004828792,0.9786581452333505,0.9995168482581226,0.9986148555819119,0.9365716094237931,0.9963963375971318,0.9933100346457205,0.9564284191061244,0.9982852722198986,0.9958764197700284,0.92980450576923,0.9952413652935684,0.999148951525224,0.8161879093775809,0.9678566732460085,0.9543046524760842,0.8460697212380119,0.9785278644531331,0.950379887315853,0.9312377799682201,0.7757161178970297,0.05934038581115861,196.5148840262358,12.89596825604726,0.8305270529891237,0.1542502086406277,2.6527365895878625,2.8875954861441464,8.663453702630482,3.0212190463414452,7.063614579366128,0.0,0.6,3000.0,0.7470282505730091,0.6716072855206839,0.15513835985674546,0.2682726720588509,0.7960632221429353,1.0,12.0,0.0772305535948971,0.2842723155397739,0.5457409681231453,0.895366092641197,0.9252710147518478,0.9933135344421165,0.5781505875206384,0.4762032185239078,0.33528119544613005,0.9933135344421165,1.0,0.10936614285407298,149.50883258038985,12.472281145203139,0.07542096505232523,9.78884108827538
quality_threshold,toward_HQ,3.0,1.0,10.0,1.0,0.6002777777777778,0.7583803781595098,0.9464375766287613,0.8332968517067671,0.7459539241574573,0.941295615675874,0.8691160004828792,0.9786581452333505,0.9995168482581226,0.9986148555819119,0.7637222257279584,0.9504674986472573,0.8599544074209232,0.7839183439987737,0.956807933894703,0.8904407339200547,0.7847934587371123,0.9561087916056982,0.8770627627047781,0.7413413724368052,0.9365211555205537,0.9142470292065575,0.7358779150425759,0.9383183636744837,0.7776167302709215,0.7557753196453495,0.9406495854126143,0.9440589533502156,5.041637380437308,3.369804538631612,0.5957388770398281,0.22758125536156515,0.30330850146244864,0.5638715865057183,8.663453702630482,0.24837785753020872,7.063614579366128,0.0,0.6,3000.0,0.7470282505730091,0.04376653578000048,0.15513835985674546,0.19950602828171157,0.7960632221429353,1.0,12.0,0.0772305535948971,0.2842723155397739,0.5457409681231453,0.8682188651720525,0.8660641630014921,0.8599545788192056,0.8291670703922914,0.5256287557190714,0.5833367129044249,0.8682188651720525,0.25,0.9749111107872265,2.8543165312317473,2.69906937084113,0.7032617147930087,9.99321240970969
retain_0.30,away_HQ,3.0,1.0,10.0,1.0,0.29994444444444446,0.6875310161403253,0.9069774532729307,0.5980766423593021,0.5358787420136305,0.8190520699543447,0.6736546609842514,0.8199022252465644,0.9663818738787618,0.9391232739342187,0.7948744231655089,0.9619205987034182,0.8965926656846269,0.8009979885662548,0.9635587952614323,0.907691769077236,0.7451433019481603,0.9363358333513587,0.7507482638267967,0.8781058188289274,0.9845671642992787,0.9804630932881745,0.8066952263421673,0.9640997030134533,0.9150141260888792,0.9057356191423326,0.7056341536033343,0.06028122727154601,127.40791916359247,20.96874320651816,0.9854456983454795,0.04188825805932491,8.1117297631573,7.624704448334913,5.547903426249682,6.519937778043018,5.537690502169725,0.0,0.3,3000.0,0.7723416793868815,1.3627136693905904,0.16381218342400386,0.28269908378201364,0.7960632221429353,1.0,12.0,0.03302602958206071,0.37613407040159413,0.43552009180129686,0.7645620095630162,0.8038896132467731,0.8965180570200003,0.9258553760991036,0.8767080092602804,0.4057680771489967,0.9324442424996241,1.6666666666666667,0.06102102076765211,135.55449368866206,22.70468250763666,-0.590371990003709,9.81006483248196
retain_0.30,iso,3.0,0.0,10.0,1.0,0.29994444444444446,0.8255381852399054,0.9711707531866497,0.9950583196055587,0.5358787420136305,0.8190520699543447,0.6736546609842514,0.8199022252465644,0.9663818738787618,0.9391232739342187,0.7217514753816828,0.9316297141941222,0.8111252361996654,0.7411960629856543,0.9385469756672968,0.8520339980181498,0.8855312503658936,0.987589422466918,0.9988089445140069,0.7178548272472657,0.9291349279678616,0.904990913768516,0.7893287693612199,0.9600355076192738,0.9221947591327541,0.8371160726992549,0.7733894164183114,0.15681572783567832,78.79937800932008,16.83262738316815,0.845793408784643,0.14368392557274934,4.41628710973573,4.421261314028572,5.547903426249682,4.035691650447672,5.537690502169725,0.0,0.3,3000.0,0.7723416793868815,0.7280779613047462,0.16381218342400386,0.3547360280287111,0.7960632221429353,1.0,12.0,0.03302602958206071,0.37613407040159413,0.43552009180129686,0.6971965371524234,0.727909160439758,0.8111140763831449,0.9017450839685605,0.839105667787141,0.5018227152378355,0.9017450839685605,2.0,0.21001568465314346,63.06538757672549,17.455559654764684,0.044263718082135334,9.821809313749265
retain_0.30,toward_HQ,3.0,1.0,10.0,1.0,0.29994444444444446,0.630838420583654,0.8860647804144978,0.6314052189210637,0.5358787420136305,0.8190520699543447,0.6736546609842514,0.8199022252465644,0.9663818738787618,0.9391232739342187,0.5895531320166794,0.8608748151807321,0.6543360218237043,0.6213378077806367,0.8782389945714026,0.7276594314477492,0.674803513421125,0.9106528901440015,0.738731669840308,0.5704917148394306,0.8378591880381326,0.8243134474084631,0.6394522974701401,0.8904147542359028,0.5750388254519101,0.6853670853556496,0.8754520705163357,0.6423213997533412,37.816691390160706,10.22139393854042,0.6457979289101777,0.19681950596516173,2.0558080288018155,2.1773269276542586,5.547903426249682,0.6414009834786044,5.537690502169725,0.0,0.3,3000.0,0.7723416793868815,0.09310135112652147,0.16381218342400386,0.23655553888314887,0.7960632221429353,1.0,12.0,0.03302602958206071,0.37613407040159413,0.43552009180129686,0.6679005082175883,0.6649585632509553,0.6543369325657502,0.5901554474340666,0.40808129645376684,0.5978346853284712,0.6681515145876812,0.375,0.7735734454599914,10.110573388892844,9.267349387810837,0.67924032826036,9.945890114304513
retain_0.85,away_HQ,3.0,1.0,10.0,1.0,0.8507777777777777,0.8546358982565617,0.9779078909930861,0.9472518389962702,0.8789979475030081,0.9846246688930421,0.9666456980121213,0.9463633021390798,0.9966207554270254,0.9932911978944691,0.9150072978804819,0.9921293984942056,0.982096005811194,0.9227172774367763,0.9933995187315565,0.9856421143106484,0.8882708962702576,0.9867067202523622,0.9677602121091283,0.958971077054665,0.9982724199996545,0.9984117595325316,0.9413769306370973,0.9966650041093391,0.9942813469910385,0.9615669038045894,0.9623295804101852,0.43473426324566783,58.905499161091825,2.38883260649937,0.978284516505809,0.030260583102247194,5.448928105449286,5.477702253038969,5.619681464210241,5.756548659641649,5.346929405693135,0.0,0.85,3000.0,0.8464115311033384,1.4019764850902787,0.1981105605442491,0.22333949522360072,0.7960632221429353,1.0,12.0,0.13263382948229743,0.24505915590859662,0.8083939507092234,0.9736742214040793,0.9766332281113751,0.9820933053798431,0.995031178287673,0.8575306955614558,0.6796542306241299,0.995031178287673,2.0,0.42266995346586644,54.85332650347252,2.758307377679546,-0.5555649539869404,9.673203403407195
retain_0.85,iso,3.0,0.0,10.0,1.0,0.8507777777777777,0.95188657187758,0.9976141245426127,0.9977269021872169,0.8789979475030081,0.9846246688930421,0.9666456980121213,0.9463633021390798,0.9966207554270254,0.9932911978944691,0.9152370417012042,0.9921088718497901,0.9797490263144718,0.9186884075257865,0.9926862732121067,0.982930942204537,0.9728483531090535,0.9991410005424534,0.9981398513300644,0.9036274123527926,0.9900523299981877,0.9849049156408052,0.9319376540475285,0.9947532090469239,0.9837074206210917,0.9614413980239417,0.9547559355613261,0.8361336772874512,16.43651364428325,2.333520806170601,0.8185289897048743,0.08143767960276112,2.29136157478734,2.4963316883409505,5.619681464210241,2.446881979044779,5.346929405693135,0.0,0.85,3000.0,0.8464115311033384,0.7078734542657608,0.1981105605442491,0.24224181427785094,0.7960632221429353,1.0,12.0,0.13263382948229743,0.24505915590859662,0.8083939507092234,0.9694772145347962,0.9728019298729734,0.9797503783201938,0.9860767958243827,0.5728775448673764,0.517186115042828,0.9876230997191162,1.8333333333333333,0.8443780092138805,15.725522503794666,2.36598433547111,0.1385380768375776,9.774247072747416
retain_0.85,toward_HQ,3.0,1.0,10.0,1.0,0.8507777777777777,0.8866974835872984,0.9862949154956057,0.9592184029885525,0.8789979475030081,0.9846246688930421,0.9666456980121213,0.9463633021390798,0.9966207554270254,0.9932911978944691,0.8844078416313134,0.9860204159376814,0.9629235223889853,0.8881575698628082,0.9866337934332834,0.9683275291043034,0.8931456087722077,0.9876922897085708,0.9677581062217121,0.8754183134133604,0.9835271718535871,0.9752497354272839,0.8703320470447542,0.9817268113947866,0.9378163740321458,0.9265541036941389,0.9759838520638993,0.9860837781732168,3.874251094198341,1.6792449450787041,0.6009167328686755,0.1196674275796842,0.40194619582074664,0.6309566031163705,5.619681464210241,0.21730739841776914,5.346929405693135,0.0,0.85,3000.0,0.8464115311033384,0.058184577945562255,0.1981105605442491,0.2177353543442094,0.7960632221429353,1.0,12.0,0.13263382948229743,0.24505915590859662,0.8083939507092234,0.9656215811390826,0.9650795271852038,0.9629239301881106,0.9506966302374503,0.7678680928835525,0.7556970104137566,0.9656215811390826,0.25,0.9952143061396326,1.8790418443483965,1.5019507632508404,0.7882269531577761,9.997919398689783
