regime,beta,rho,D,seed,fixed_magnitude,error_mode,propensity_on,retain_obs,D_ALL,I_ALL,rho_sp_ALL,D_FILTER,I_FILTER,rho_sp_FILTER,D_IPW_oracle,I_IPW_oracle,rho_sp_IPW_oracle,D_IPW_est,I_IPW_est,rho_sp_IPW_est,D_IPW_calib,I_IPW_calib,rho_sp_IPW_calib,D_ALL_calib,I_ALL_calib,rho_sp_ALL_calib,D_SMITH_env,I_SMITH_env,rho_sp_SMITH_env,D_SMITH_geo,I_SMITH_geo,rho_sp_SMITH_geo,D_IPWest_vs_IPWoracle,D_IPWest_vs_FILTER,diag_ess_frac,diag_w_max_over_mean,diag_w_p99,diag_propensity_auc,diag_prop_brier,diag_prop_coef_E1,diag_prop_coef_E1_calib,diag_ess_frac_calib,diag_w_max_over_mean_calib,diag_w_p99_calib,diag_lowq_dE1_shift,diag_realised_disp
iso,1.0,0.0,10.0,2,1,blend,obs,0.6066666666666667,0.8813552653359772,0.9865822855590768,0.998562086754989,0.8645962469483989,0.9841366048922603,0.9513984658288837,0.9887882836835458,0.9998588592588381,0.9996033060175087,0.9242982425010904,0.9951348542907941,0.9884462409215107,0.9466315209930389,0.9976371856310383,0.993948519336765,0.9232166068182954,0.9944032623733472,0.9997991573745523,0.8807342599349589,0.9861126858205745,0.98279613329718,0.8546000968152769,0.980450484217276,0.9691996036395735,0.9274281163675918,0.9018893127941714,0.6775839111164706,19.13518170557221,4.4983597044466865,0.7243236636245111,0.19580494566978474,1.2989029156111367,1.3868255797568223,0.7998869453910861,11.61206834794277,4.6036190382055775,0.015130347247912557,9.774214784189391
iso,1.0,0.0,10.0,3,1,blend,obs,0.5996666666666667,0.887416617686905,0.9878224833090914,0.9964080932962923,0.8862253821046956,0.9885764960951698,0.9671985557780435,0.9770803376940421,0.9995358507274683,0.9993012968858549,0.9488492946422543,0.9977611572071561,0.995121326623625,0.9708998736762738,0.9992949771378292,0.9980712076272145,0.930181751307757,0.9953100727241985,0.9984304677336109,0.8837994140346723,0.9866406528068479,0.9895754530778605,0.8738588579168988,0.9853290160972243,0.9861193140633496,0.9303954405927464,0.907291778802277,0.8017396832912485,11.08462823429762,4.775940809310216,0.7087469724830937,0.19988951202953656,1.1524357850050304,1.2504771577162146,0.836497531291219,10.07283140711088,4.722656307476214,0.05602940842355881,9.805001042593357
iso,1.0,0.0,10.0,4,1,blend,obs,0.598,0.8916825663540612,0.9888146833297655,0.9985958862206968,0.8711932788785307,0.9855844280539828,0.9586981270360155,0.9924415102578563,0.9999415422400906,0.9999347188834149,0.928901286297678,0.9956556944973571,0.9906221960694748,0.9498819779457618,0.9979218336691028,0.9942341079418893,0.9351604229536415,0.9960194050713738,0.9997284294074207,0.8684712617441164,0.9831681407742986,0.9827935271863648,0.8706442234303484,0.9849095123231729,0.9774951166114733,0.9237855823550223,0.8949720068340614,0.7888856026589258,9.651471471091682,5.36768726528998,0.6970498677182649,0.20334309845372264,1.064003968835169,1.159452336696425,0.8499283958981545,6.747386862107506,4.825731741795609,0.04839678467645012,9.776596200892726
iso,1.0,0.0,10.0,5,1,blend,obs,0.5976666666666667,0.8950429378006228,0.9895229106460012,0.9992331261453848,0.8749877409873955,0.9865451042717538,0.9597141225080896,0.9920101463814899,0.9999377401149496,0.9999655912272405,0.9336680404751578,0.9961793939383449,0.9910745720181173,0.9559819424806595,0.9983893925499877,0.9952400901705114,0.93737894581989,0.9962832421455073,0.999951286460802,0.8708087851868628,0.9837423417689489,0.982179870457876,0.8687717650970329,0.9846265758157104,0.9776880594997892,0.9273001765579743,0.9008129859000172,0.8004311416923156,11.850589194329563,4.697495084535402,0.700976271988415,0.20505007894399144,1.1371636144769506,1.2302682314621085,0.847517802597787,9.879536363860314,4.288939008942349,0.05750840191206708,9.784590422679809
iso,1.0,0.0,10.0,6,1,blend,obs,0.6103333333333333,0.8828555757756253,0.9870823771946136,0.9990195506102383,0.8721860789603568,0.9862811496318946,0.9567216373994394,0.9905319328404967,0.9998923335623562,0.9996168412124032,0.9413295840671845,0.9970764448970671,0.9937600665435945,0.959917000915327,0.9985781252681785,0.9964615327626118,0.9256865955046938,0.9947348006776026,0.9987694344332515,0.8806999692098503,0.9863961954934961,0.9823632846141159,0.8637865596158173,0.9834613812694892,0.9785061229952429,0.9365364413735549,0.9089695847086465,0.6811700231658823,21.755294064107293,4.373757038108851,0.7046776385591927,0.2005189911750447,1.193585552765685,1.2753764935761092,0.7627266703912056,18.056059465216535,4.423684764566041,0.008809961462883478,9.82383111108992
iso,1.0,0.0,10.0,7,1,blend,obs,0.6033333333333334,0.8928316932567245,0.9892595720691987,0.9991827814461637,0.8501112400309618,0.9801122755880108,0.9445647270677601,0.9594249034537108,0.9982293893805226,0.9960754133898932,0.9116110372102206,0.993407373613875,0.9791358965719865,0.9308549197779207,0.9959197028985557,0.9860109150005507,0.9371647688906678,0.9963529358581946,0.9992510448050991,0.8521167151666402,0.9788692080761741,0.9744160263546139,0.8611708218851334,0.9826143336436303,0.9726425396032126,0.9256370852950428,0.9024220803171153,0.7056424339607671,13.905377112971887,4.7568418462172835,0.7097641487534241,0.2000604741319321,1.278190027616776,1.357319889545811,0.7670153172019103,12.8036812621371,4.264042040530344,0.042161432593063486,9.813976927045932
iso,2.0,0.0,10.0,0,1,blend,obs,0.6,0.8934420158542888,0.9890189151335664,0.9966139831474613,0.787255429824713,0.957724427490152,0.8998502183494667,0.9258383204673957,0.9940907077519977,0.9872593311940334,0.8784786699396856,0.9853065170995636,0.9518463696674864,0.8880393309566814,0.9872446958277927,0.9623365734915624,0.9373902727572873,0.996202363527148,0.9984654532227943,0.8289289993438183,0.9715193486697109,0.9627385137919251,0.8775023459837306,0.9863927602356493,0.9744293351989621,0.9197001742627284,0.8826753546216863,0.40263477498757894,45.48554446369273,6.003437206394605,0.7737581018518519,0.17455670724093572,2.258386353556965,2.413419376578496,0.4417225195209814,40.35622724704786,5.300088667098985,0.05967257417462921,9.793383049881383
iso,2.0,0.0,10.0,1,1,blend,obs,0.5966666666666667,0.8869202364538114,0.9879575696319075,0.9987009368244852,0.774709313967503,0.9537361642278336,0.8920983371072839,0.9165347559214728,0.9926547389943703,0.9836681602324191,0.863043052014617,0.9828632358657788,0.9440273576244771,0.8768275493697081,0.9855651982841529,0.957473954797705,0.9315168936871465,0.9956497809401813,0.999488408387834,0.8257102550557431,0.9709299340726707,0.9613265189844346,0.8435110959862927,0.9780587291473369,0.9496682244157496,0.9206999656014314,0.8874817357629519,0.6368002968282157,13.748709897577989,5.463151218901595,0.7902458562260491,0.16780351804836693,2.3368886929505077,2.4903980774811427,0.634084128576133,14.310455906058259,5.293983296439779,0.0488858302358794,9.821425465836382
iso,2.0,0.0,10.0,2,1,blend,obs,0.6046666666666667,0.877821776487426,0.9858123939346919,0.9984156476053859,0.7850717389353932,0.9578865674355319,0.8937483684701895,0.9481574736701485,0.997078283363042,0.9930975395462095,0.878141492755907,0.9869074973759946,0.9550689915793995,0.8903091750983039,0.9889487800386122,0.964376769783738,0.9203766719787487,0.994020198035847,0.9996073019760816,0.8435944593886107,0.9763040510090096,0.9631956608697062,0.8498701056168706,0.9795292277690429,0.9533003120031648,0.9099552837905945,0.8862561101382573,0.3212427984091446,56.123434663326506,5.600154899366614,0.7818705831168856,0.1721549634545004,2.214205163988998,2.345227093504047,0.3773699440365852,50.19509760298652,5.166509106919695,0.05386086178968535,9.767162977902284
iso,2.0,0.0,10.0,3,1,blend,obs,0.5983333333333334,0.8737186079143759,0.9844191858807265,0.9894799382785968,0.8079316280937092,0.9655901910205178,0.9184700670199891,0.9534730804124556,0.997748250565146,0.9972544594026634,0.8991363833799415,0.9899703679024161,0.9685499611489105,0.9110715983687062,0.9919411090487884,0.9777513276599905,0.919040583066896,0.9935687108469954,0.9956094254779578,0.8525427755205854,0.9786089069188013,0.9753345547397473,0.8672425272268817,0.9835323299646672,0.9787276065001147,0.917579531429356,0.8912508313782271,0.42772658831151583,30.857566185074955,5.005418439716426,0.7937990499196709,0.16732949584546317,2.2008848848904936,2.3615599893722456,0.4425923700989979,30.95878802956329,5.157379283429796,0.023844025408935054,9.816934021585464
