build,beta,rho,winner,best,margin,rec_ALL,rec_FILTER,rec_IPW_est,rec_IPW_oracle
C_propfix,4.0,0.0,ALL,ALL,0.10541201932981892,0.9966494075901642,0.8463906452038646,0.8912373882603453,0.9536075004646989
C_propfix,4.0,0.25,ALL,ALL,0.08948137613789575,0.9867768866716319,0.8463906452038646,0.8972955105337361,0.9536075004646989
C_propfix,4.0,0.5,ALL,ALL,0.0521281994771946,0.9489089293761592,0.8463906452038646,0.8967807298989646,0.9536075004646989
C_propfix,4.0,0.75,ALL,ALL,0.018099291627367786,0.8870493071185626,0.8463906452038646,0.8689500154911948,0.9536075004646989
C_propfix,4.0,1.0,FILTER,FILTER,0.01970638238581912,0.8211534960041064,0.8463906452038646,0.8266842628180455,0.9536075004646989
D_both,0.0,0.0,TIE,FILTER,5.6695686307728366e-05,0.9985699059614771,0.9990793897170385,0.9990226940307307,0.9991129504215295
D_both,0.0,0.25,TIE,FILTER,0.0012762866306110787,0.9958509621192685,0.9990793897170385,0.9978031030864274,0.9991129504215295
D_both,0.0,0.5,FILTER,FILTER,0.031841651719221264,0.9469747182128461,0.9990793897170385,0.9672377379978172,0.9991129504215295
D_both,0.0,0.75,FILTER,FILTER,0.0730538920770395,0.8682693668445167,0.9990793897170385,0.926025497639999,0.9991129504215295
D_both,0.0,1.0,FILTER,FILTER,0.07666449897483663,0.8566276970034938,0.9990793897170385,0.9224148907422018,0.9991129504215295
D_both,0.5,0.0,TIE,ALL,0.0011424822661130207,0.9977964360666328,0.9866670973135935,0.9966539538005198,0.9989730094817107
D_both,0.5,0.25,TIE,ALL,0.0034698476298646863,0.9950542565892273,0.9866670973135935,0.9915844089593626,0.9989730094817107
D_both,0.5,0.5,FILTER,FILTER,0.031814662495580626,0.939704892680761,0.9866670973135935,0.9548524348180129,0.9989730094817107
D_both,0.5,0.75,FILTER,FILTER,0.08117276198443901,0.8753282413888814,0.9866670973135935,0.9054943353291545,0.9989730094817107
D_both,0.5,1.0,FILTER,FILTER,0.08566679081851658,0.8679159533578842,0.9866670973135935,0.9010003064950769,0.9989730094817107
D_both,1.0,0.0,ALL,ALL,0.00943003037657797,0.9984507279317582,0.9548672841240229,0.9890206975551802,0.9984037591005943
D_both,1.0,0.25,ALL,ALL,0.013478808680359,0.9944572249186698,0.9548672841240229,0.9809784162383108,0.9984037591005943
D_both,1.0,0.5,FILTER,FILTER,0.013114974688931857,0.9285486662261395,0.9548672841240229,0.941752309435091,0.9984037591005943
D_both,1.0,0.75,FILTER,FILTER,0.06654895273498607,0.8673292220952289,0.9548672841240229,0.8883183313890368,0.9984037591005943
D_both,1.0,1.0,FILTER,FILTER,0.07182851275240243,0.8605979982728844,0.9548672841240229,0.8830387713716205,0.9984037591005943
D_both,1.5,0.0,ALL,ALL,0.022729871522598533,0.9975795674738608,0.9250927213145121,0.9748496959512623,0.9960982290921876
D_both,1.5,0.25,ALL,ALL,0.026245144199691706,0.9918991297549378,0.9250927213145121,0.9656539855552461,0.9960982290921876
D_both,1.5,0.5,TIE,IPW_est,0.004625610849733119,0.9197087971863773,0.9250927213145121,0.9297183321642453,0.9960982290921876
D_both,1.5,0.75,FILTER,FILTER,0.048241252420423986,0.8576712644986143,0.9250927213145121,0.8768514688940882,0.9960982290921876
D_both,1.5,1.0,FILTER,FILTER,0.05397923291831419,0.8517085366534733,0.9250927213145121,0.871113488396198,0.9960982290921876
D_both,2.0,0.0,ALL,ALL,0.04052504287188907,0.9968151522513014,0.9004675018409174,0.9562901093794123,0.9911538399156057
D_both,2.0,0.25,ALL,ALL,0.044734493687552446,0.9914037365985773,0.9004675018409174,0.9466692429110248,0.9911538399156057
D_both,2.0,0.5,IPW_est,IPW_est,0.007392834765598599,0.9086393899317782,0.9004675018409174,0.9160322246973768,0.9911538399156057
D_both,2.0,0.75,FILTER,FILTER,0.03644051275812854,0.8467378697931462,0.9004675018409174,0.8640269890827889,0.9911538399156057
D_both,2.0,1.0,FILTER,FILTER,0.040693426737025584,0.8426363844957943,0.9004675018409174,0.8597740751038918,0.9911538399156057
D_both,2.5,0.0,ALL,ALL,0.06248636345658609,0.9968815216150085,0.8816982599085554,0.9343951581584224,0.9834206500103216
D_both,2.5,0.25,ALL,ALL,0.06356694441353161,0.9904716677295015,0.8816982599085554,0.9269047233159698,0.9834206500103216
D_both,2.5,0.5,TIE,ALL,0.002092746914391208,0.9058629811233635,0.8816982599085554,0.9037702342089723,0.9834206500103216
D_both,2.5,0.75,FILTER,FILTER,0.026844862357391586,0.8406552117677792,0.8816982599085554,0.8548533975511639,0.9834206500103216
D_both,2.5,1.0,FILTER,FILTER,0.03142745829761273,0.8354337351682546,0.8816982599085554,0.8502708016109427,0.9834206500103216
